ID,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
304,41,Welch Tunnel,Philip,Dawson,73,Head,Divorced,Male,Retired Building surveyor,None,Christian
305,42,Welch Tunnel,Lee,Smith,31,Head,Single,Male,NA,None,None
306,42,Welch Tunnel,Leah,Henry,32,Partner,Single,Female,"Geneticist, molecular",None,None
307,43,Welch Tunnel,Tom,Simmons,43,Head,Divorced,Male,Chief of Staff,None,Christian
308,44,Welch Tunnel,Abigail,Martin,68,Head,Widowed,Female,"Retired Engineer, petroleum",None,None
309,44,Welch Tunnel,Lucy,Martin,32,NA,Single,Female,Learning mentor,None,None
310,1,Penny Underpass,Julie,Miah,83,Head,Married,Female,Unemployed,None,Christian
311,1,Penny Underpass,Philip,Miah,90,Husband,Married,Male,Retired Maintenance engineer,None,Christian
312,2,Penny Underpass,Francesca,Dawson,74,Head,Widowed,Female,Retired International aid/development worker,NA,None
313,3,Penny Underpass,Hollie,Thorpe,52,Head,Single,Female,"Pilot, airline",NA,None
314,3,Penny Underpass,Joshua,Thorpe,18,Son,Single,Male,Student,None,None
315,3,Penny Underpass,Jodie,Thorpe,15,Daughter,NA,Female,Student,None,NA
316,4,Penny Underpass,Beverley,Thomas,36,Head,Single,Female,Manufacturing engineer,None,None
317,5,Penny Underpass,Stacey,Pope,48,Head,Single,Female,Television floor manager,None,None
318,5,Penny Underpass,Neil,Humphries,52,Partner,NA,Male,Personnel officer,None,None
319,5,Penny Underpass,Katie,Pope,8,Daughter,NA,Female,Student,None,NA
320,6,Penny Underpass,Amelia,Hopkins,52,Head,Single,Female,Health visitor,NA,Christian
321,6,Penny Underpass,Leigh,Nolan,54,Partner,Single,Male,Make,None,None
322,7,Penny Underpass,Ian,Todd,35,Head,Married,Male,Film/video editor,None,Christian
323,7,Penny Underpass,Dorothy,Todd,32,Wife,Married,Female,"Engineer, maintenance (IT)",None,Christian
324,7,Penny Underpass,Donna,Martin,22,Lodger,Single,Female,University Student,None,None
325,7,Penny Underpass,Carl,Lynch,18,Visitor,Single,Male,Student,None,NA
326,7,Penny Underpass,Mitchell,Rees,47,Lodger,Single,Male,Biomedical scientist,None,Christian
327,8,Penny Underpass,Emily,Campbell,60,Head,Married,Female,Records manager,None,Christian
328,8,Penny Underpass,Stewart,Campbell,61,Husband,Married,Male,Hydrographic surveyor,None,None
329,9,Penny Underpass,Pamela,Perkins,35,NA,Single,Female,Merchant navy officer,None,Sikh
330,9,Penny Underpass,Toby,Perkins,12,Son,NA,Male,Student,None,NA
331,10,Penny Underpass,Sean,McCarthy,80,Head,Married,Male,"Retired Investment banker, corporate",None,Christian
332,10,Penny Underpass,Rachel,McCarthy,82,Wife,Married,Female,"Retired Programmer, systems",None,Christian
333,11,Penny Underpass,Fiona,Hill,79,Head,Widowed,Female,Retired English as a second language teacher,None,Catholic
334,12,Penny Underpass,Chelsea,Clark,50,Head,Single,Female,IT consultant,None,Christian
335,12,Penny Underpass,Phillip,Hall,52,Partner,Single,Male,"Designer, textile",None,Christian
336,12,Penny Underpass,Joseph,Clark,26,Son,Divorced,Male,"Engineer, electrical",None,None
337,12,Penny Underpass,Marie,Sims-Clark,1,Daughter,NA,Female,Child,None,NA
338,13,Penny Underpass,Diana,Bruce,45,Head,Divorced,Female,Water quality scientist,None,Christian
339,13,Penny Underpass,Glen,Jackson-Bruce,8,Son,NA,Male,Student,None,NA
340,14,Penny Underpass,Sally,Thompson,46,Head,Divorced,Female,"Horticulturist, commercial",None,Christian
341,14,Penny Underpass,Abbie,Johnston,8,Niece,NA,female,Student,None,NA
342,15,Penny Underpass,Rebecca,Davies,64,Head,Married,Female,"Scientist, forensic",None,None
343,15,Penny Underpass,Stuart,Davies,71,Husband,Married,NA,Retired Freight forwarder,None,None
344,15,Penny Underpass,Gary,Davies,42,Son,Divorced,Male,Building surveyor,None,None
345,16,Penny Underpass,Diane,Hartley,37,Head,Divorced,Female,Air broker,None,Muslim
346,16,Penny Underpass,Tom,Hartley,8,Son,NA,Male,Student,None,NA
347,16,Penny Underpass,Gavin,Hartley,4,Son,NA,m,Child,None,NA
348,17,Penny Underpass,Ann,Jones,45,Head,Married,Female,Cabin crew,None,None
349,17,Penny Underpass,John,Jones,43,Husband,Married,Male,Microbiologist, ,None
350,18,Penny Underpass,Damian,Davies,52,Head,Widowed,Male,Licensed conveyancer,None,Christian
351,18,Penny Underpass,Gordon,Davies,9,Grandson,NA,Male,Student,None,NA
352,1,Newman Avenue,Elizabeth,NA,31,Head,Married,Female,Catering manager,None,Methodist
353,1,Newman Avenue,Craig,Lowe,29,Husband,Married,Male,Special effects artist,None,Methodist
354,1,Newman Avenue,Gerald,Lowe,5,Son,NA,Male,Student,None,NA
355,1,Newman Avenue,Gillian,Lowe,2,Daughter,NA,Female,Child,None,NA
356,2,Newman Avenue,Sandra,Hobbs,59,Head,Divorced,Female,Drilling engineer,None,None
357,2,Newman Avenue,Brenda,Hobbs,42,Daughter,Single,Female,Industrial/product designer,None,None
358,3,Newman Avenue,Jasmine,Richardson,73,Head,Widowed,Female,Retired Public librarian,None,Catholic
359,4,Newman Avenue,Nicola,Cox,25,Head,Single,Female,Unemployed,None,None
360,4,Newman Avenue,Bryan,Howard,27,Partner,Single,Male,"Geneticist, molecular",None,None
361,5,Newman Avenue,Katy,Cooke,45,Head,Married,Female,Analytical chemist,None,Christian
362,5,Newman Avenue,Damian,Cooke,44,Husband,Married,Male,Personnel officer,None,Christian
363,5,Newman Avenue,Leslie,Cooke,16,Step-Son,NA,Male,Student,None,NA
364,5,Newman Avenue,Angela,Cooke,12,Step-Daughter,NA,Female,Student,None,NA
365,5,Newman Avenue,Lydia,Cooke,8,Step-Daughter,NA,Female,Student,None,NA
366,6,Newman Avenue,Natasha,Giles,88,Head,Married,Female,Retired Company secretary,None,Christian
367,6,Newman Avenue,Timothy,Giles,93,Husband,Married,Male,Retired Photographer,None,Christian
368,7,Newman Avenue,Jessica,Miles,67,Head,Married,Female,Neurosurgeon,None,Catholic
369,7,Newman Avenue,Glen,Miles,71,Husband,NA,Male,Retired Metallurgist,None,Catholic
370,8,Newman Avenue,Barry,Bibi,61,Head,Single,Male,Logistics and distribution manager,None,Christian
371,9,Newman Avenue,Shaun,Carter,29,Head,Divorced,Male,Equities trader,None,Catholic
372,10,Newman Avenue,Lawrence,Wilson,42,Head,Single,Male,"Engineer, manufacturing systems",None,None
373,10,Newman Avenue,Chloe,Edwards,44,Partner,Single,Female,Field trials officer,None,None
374,11,Newman Avenue,Helen,Fitzgerald,33,Head,Single,Female,Solicitor,None,None
375,12,Newman Avenue,Joel,Ward,51,Head,Single,Male,"Engineer, site",NA,None
376,12,Newman Avenue,Craig,Bradley,0,Nephew,NA,Male,Child,None,NA
377,13,Newman Avenue,Nathan,Mellor,36,Head,Married,Male,"Engineer, broadcasting (operations)",None,None
378,13,Newman Avenue,Nicole,Mellor,37,NA,Married,Female,Electrical engineer,None,None
379,14,Newman Avenue,Elizabeth,Shaw,53,Head,Single,Female,Medical technical officer,None,None
380,14,Newman Avenue,Oliver,Wilson,57,Partner,NA,Male,Unemployed,None,None
381,15,Newman Avenue,Shannon,Lewis,62,Head,Single,Female,Stage manager,None,None
382,15,Newman Avenue,Terence,Gilbert,65,Partner,Single,Male,Visual merchandiser,None,None
383,16,Newman Avenue,Donald,Taylor,18,Head,Single,Male,University Student,None,Catholic
384,16,Newman Avenue,Darren,Griffiths,20,None,Single,Male,University Student,None,Methodist
385,17,Newman Avenue,Sean,Newman,71,Head,Widowed,Male,Retired Hydrogeologist,None,Christian
386,18,Newman Avenue,Maria,Riley,35,Head,Single,Female,NA,None,Catholic
387,19,Newman Avenue,Graham,Bryant,41,Head,Married,Male,"Surveyor, insurance",None,Christian
388,19,Newman Avenue,Stephanie,Bryant,39,Wife,Married,Female,Tourism officer,None,None
389,20,Newman Avenue,Gordon,Akhtar,74,Head,NA,Male,Retired Bonds trader,None,Methodist
390,20,Newman Avenue,John,Akhtar,8,Grandson,NA,Male,Student,None,NA
391,1,Parker Dale,Joanna,Williams,53,Head,Married,Female,"Psychologist, clinical",None,Christian
392,1,Parker Dale,Henry,Williams,53,Husband,Married,Male,Recycling officer,None,None
393,1,Parker Dale,Lydia,Williams,21,Daughter,Single,Female,University Student,None,Christian
394,1,Parker Dale,Alex,Williams,15,Son,NA,Male,Student,None,NA
395,1,Parker Dale,Emma,Williams,3,Daughter,NA,Female,Child,None,NA
396,2,Parker Dale,Joanne,O'Brien,23,Head,Single,Female,Armed forces training and education officer,None,None
397,2,Parker Dale,Sian,O'Brien,4,Daughter,NA,Female,Child,None,NA
398,2,Parker Dale,Wendy,O'Brien,0,Daughter,NA,Female,Child,None,NA
399,3,Parker Dale,Marilyn,Barnes,86,Head,Married,Female,Retired Mudlogger,None,Catholic
400,3,Parker Dale,Callum,Barnes,92,Husband,Married,Male,Retired Armed forces training and education officer,None,Catholic
401,4,Parker Dale,Joseph,Anderson,24,Head,Married,Male,Camera operator,None,None
402,4,Parker Dale,Mandy,Anderson,24,Wife,Married,Female,Video editor,None,None
403,5,Parker Dale,Gillian,Howard,22,Head,Married,Female,University Student,None,Christian
404,5,Parker Dale,Dennis,Howard,24,Husband,Married,Male,Accounting technician,None,Christian
405,6,Parker Dale,Duncan,Wright,48,Head,Married,Male,Structural engineer,None,None
406,6,Parker Dale,Nicola,Wright,47,Wife,Married,Female,Statistician,None,None
407,7,Parker Dale,Kathleen,Edwards,46,Head,Divorced,Female,Systems developer,None,None
408,7,Parker Dale,Rachael,Edwards,1,Daughter,NA,Female,Child,None,NA
409,8,Parker Dale,Josephine,Ferguson,38,Head,Married,Female,Structural engineer,None,None
410,8,Parker Dale,Dominic,Ferguson,35,Husband,Married,Male,Quality manager,None,None
411,9,Parker Dale,Amy,NA,64,Head,Single,Female,Software engineer,None,Christian
412,9,Parker Dale,Edward,Edwards,24,Son,Single,Male,Police officer,None,Christian
413,10,Parker Dale,Stewart,Clark,29,Head,Single,Male,Health promotion specialist,None,Catholic
414,10,Parker Dale,Carly,Taylor,41,None,Single,Female,Marine scientist,None, 
415,10,Parker Dale,Sheila,Edwards,52,None,Single,Female,Sales executive,None,None
416,10,Parker Dale,Leslie,Barnes,50,None,Single,Male,Fish farm manager,None,Catholic
417,10,Parker Dale,Sean,Vincent,24,None,Single,Male,"Designer, ceramics/pottery",None,NA
418,11,Parker Dale,Hilary,Jackson,36,Head,Divorced,Female,Chief Marketing Officer,None,Christian
419,11,Parker Dale,Alexander,Jackson,1,Son,NA,Male,Child,None,NA
420,12,Parker Dale,Barry,Reid,44,Head,Divorced,Male,Health visitor,None,Christian
421,13,Parker Dale,Christine,Wood,37,Head,Married,Female,Personnel officer,Physical Disability,None
422,13,Parker Dale,NA,Wood,39,Husband,Married,Male,Museum/gallery curator,None,None
423,13,Parker Dale,Wayne,Wood,0,Son,NA,Male,Child,None,NA
424,14,Parker Dale,Hugh,Walker,44,Head,Divorced,Male,"Administrator, sports",None,None
425,14,Parker Dale,Mohammad,Walker,11,Son,NA,Male,Student,None,NA
426,15,Parker Dale,Clare,Scott,36,Head,Single,Female,"Restaurant manager, fast food",None,Catholic
427,15,Parker Dale,Marc,Campbell,38,Partner,Single,Male,Sports therapist,None,Catholic
428,15,Parker Dale,Gemma,Scott,19,Daughter,Single,Female,University Student,None,NA
429,15,Parker Dale,Rachael,Scott,16,Daughter,NA,Female,Student,None,NA
430,15,Parker Dale,NA,Reeves,15,Son,NA,Male,Student,None,NA
431,16,Parker Dale,Molly,Cooper,42,Head,Divorced,Female,"Conservation officer, historic buildings",None,Catholic
432,16,Parker Dale,Edward,NA,16,Son,NA,Male,Student,None,NA
433,17,Parker Dale,Rosemary,Holmes,71,Head,Widowed,Female,Retired Merchant navy officer,None,None
434,17,Parker Dale,Iain,Holmes,37,Son,Divorced,Male,Oceanographer,None,None
435,17,Parker Dale,George,Holmes,37,Son,Single,Male,Aid worker,None,None
436,18,Parker Dale,Christopher,Baker,25,Head,Single,Male,Magazine journalist,None,None
437,18,Parker Dale,Bernard,Jennings,21,None,Single,Male,University Student,None,None
438,18,Parker Dale,Gerald,Moore,54,None,Single,Male,Engineering geologist,None,Christian
439,18,Parker Dale,Lawrence,Bryant,36,None,Single,Male,"Engineer, manufacturing systems",None,None
440,19,Parker Dale,Brenda,Kerr,40,Head,Divorced,Female,Unemployed,None,None
441,19,Parker Dale,Gemma,Kerr,9,Daughter,NA,Female,Student,None,NA
442,20,Parker Dale,Amy,Ward,62,Head,Single,Female,"Investment banker, corporate",None,Methodist
443,20,Parker Dale,Joshua,Hayward,28,None,Single,Male,NA,None,Methodist
444,20,Parker Dale,Guy,Lewis,60,None,Single,Male,Consulting civil engineer,None,Christian
445,20,Parker Dale,Beverley,Jones,26,None,Single,Female,"Surveyor, commercial/residential",None,Christian
446,20,Parker Dale,Owen,Green,24,None,Single,Male,Retail manager,None,Christian
447,21,Parker Dale,Caroline,Perry,28,Head,Married,Female,"Runner, broadcasting/film/video",None,Catholic
448,21,Parker Dale,Cameron,Perry,34,Husband,Married,M,Adult nurse,None,Catholic
449,21,Parker Dale,Maria,Perry,10,Daughter,NA,Female,Student,None,NA
450,22,Parker Dale,Victoria,Morgan,41,Head,Married,Female,Secondary school teacher,None,Christian
451,22,Parker Dale,Iain,Morgan,39,Husband,Married,Male,Hotel manager,None,None
452,22,Parker Dale,Matthew,Hill-Morgan,17,Son,NA,Male,Student,None,NA
453,22,Parker Dale,Claire,Hill-Morgan,16,Daughter,NA,Female,Student,None,NA
454,23,Parker Dale,Ann,Heath,32,Head,Married,Female,Neurosurgeon,None,Methodist
455,23,Parker Dale,Jay,Heath,36,Husband,Married,Male,Product manager,None,None
456,24,Parker Dale,Rosemary,Jackson,46,Head,Single,Female,Occupational therapist,None,Methodist
457,24,Parker Dale,Rosie,Wall-Jackson,10,Daughter,NA,Female,Student,None,NA
458,25,Parker Dale,Simon,Baker,46,Head,Single,Male,Automotive engineer,None,None
459,26,Parker Dale,Alexander,Nixon,39,Head,Divorced,Male,Advertising account planner,None,Christian
460,27,Parker Dale,Natalie,Stewart-Moss,70,Head,Married,Female,Retired Systems developer,None,Christian
461,27,Parker Dale,Brett,Stewart-Moss,73,Husband,Married,Male,"Retired Education officer, museum",None,Christian
462,28,Parker Dale,Carol,Robinson,19,Head,Single,Female,University Student,None,Sikh
463,28,Parker Dale,Jill,Hayes,22,None,Single,Female,University Student,None,None
464,29,Parker Dale,Valerie,Lewis,33,Head,Divorced,Female,Unemployed,None,None
465,NA,Parker Dale,Daniel,Lewis,5,Son,NA,Male,Student,None,NA
466,29,Parker Dale,Lucy,Wood-Lewis,5,Daughter,NA,F,Student,None,NA
467,29,Parker Dale,Reece,Wood-Lewis,3,Son,NA,Male,Child,None,NA
468,30,Parker Dale,Carolyn,Thomas,30,Head,Divorced,Female,"Surveyor, hydrographic",None,Methodist
469,30,Parker Dale,Emma,Thomas,3,Daughter,NA,Female,Child,None,NA
470,31,Parker Dale,Kate,Smith,28,Head,Married,Female,IT technical support officer,None,None
471,31,Parker Dale,Dylan,Smith,28,Husband,Married,Male,Barrister,None,None
472,31,Parker Dale,Gail,Smith,7,Daughter,NA,Female,Student,None,NA
473,32,Parker Dale,Jessica,Lee,75,Head,Single,Female,Unemployed,None,Muslim
474,32,Parker Dale,Harry,Lee,39,Son,Single,Male,International aid/development worker,None,Christian
475,33,Parker Dale,Leigh,Richards,80,Head,Widowed,Male,Retired Amenity horticulturist,None,Christian
476,34,Parker Dale,Jennifer,Robinson,49,Head,Married,Female,Chiropractor,None,Christian
477,34,Parker Dale,Bruce,Robinson,51,Husband,Married,Male,IT sales professional,None,None
478,34,Parker Dale,Nicholas,Robinson,17,Son,NA,Male,Student,None,NA
479,34,Parker Dale,Stephen,Robinson,14,Son,NA,Male,Student,None,NA
480,35,Parker Dale,Ronald,French,53,Head,Single,Male,Architect,None,Christian
481,35,Parker Dale,George,Marshall,26,NA,Single,Male,Field seismologist,None,Christian
482,35,Parker Dale,Katy,West,32,None,Single,Female,Solicitor,None,Methodist
483,36,Parker Dale,Katy,Bates,38,Head,Single,Female,Unemployed,None,None
484,36,Parker Dale,Leonard,Coleman,38,Partner,Single,Male,NA,None,None
485,36,Parker Dale,Phillip,Bates,7,Son,NA,Male,Student,None,NA
486,37,Parker Dale,Trevor,Bennett,60,Head,Single,Male,Historic buildings inspector/conservation officer,None,Christian
487,38,Parker Dale,Pauline,Pugh,56,Head,Single,Female,Unemployed,None,Christian
488,38,Parker Dale,Derek,Pugh,28,Son,Single,Male,Physiotherapist,None,None
489,39,Parker Dale,Christopher,Burrows,51,Head,Divorced,Male,Museum/gallery exhibitions officer,None,None
490,39,Parker Dale,Kim,Collins,11,Step-Daughter,NA,Female,Student,None,NA
491,40,Parker Dale,Jemma,Walker,59,Head,Single,Female,Adult guidance worker,None,Christian
492,40,Parker Dale,Adrian,Knight,45,None,Single,Male,Industrial/product designer,None,Sikh
493,41,Parker Dale,Josephine,Evans,40,Head,Divorced,Female,Recruitment consultant,None,None
494,41,Parker Dale,Paige,Evans,12,Daughter,NA,Female,Student,None,NA
495,42,Parker Dale,Craig,Hall,63,Head,Married,Male,Sales promotion account executive,None,Catholic
496,42,Parker Dale,Kate,Hall,63,Wife,Married,Female,"Psychologist, counselling",None,Catholic
497,43,Parker Dale,Alex,Baker,68,Head,Married,Male,Retired Electronics engineer,None,Christian
498,43,Parker Dale,Joyce,Baker,66,Wife,Married,Female,Arts administrator,None,Christian
499,44,Parker Dale,Josephine,Smith,46,Head,Married,Female,"Nurse, mental health",None,Catholic
500,44,Parker Dale,Allan,Smith,50,Husband,Married,Male,Charity officer,None,None
501,44,Parker Dale,Judith,Smith,16,Daughter,NA,Female,Student,None,NA
502,45,Parker Dale,Helen,Singh,52,Head,Divorced,Female,Regulatory affairs officer,None,Catholic
503,45,Parker Dale,Charlotte,Singh,22,Daughter,Divorced,Female,University Student,Blind,None
504,46,Parker Dale,Samuel,Murphy,18,Head,Single,Male,Student,None,NA
505,46,Parker Dale,Lesley,Williams,19,Partner,Single,Female,University Student,None,NA
506,47,Parker Dale,Naomi,Dickinson,56,Head,Single,Female,"Designer, textile",None,Jewish
507,47,Parker Dale,Stephen,Gibson,56,Partner,Single,Male,Systems developer,None,Jewish
508,47,Parker Dale,Nicholas,Dickinson,29,Son,Divorced,Male,Freight forwarder,None,None
509,47,Parker Dale,Cheryl,Dickinson,26,Daughter,Single,Female,Emergency planning/management officer,None,Jewish
510,47,Parker Dale,Angela,Dickinson,10,Daughter,NA,Female,Student,None,NA
511,48,Parker Dale,Marian,Brooks,48,Head,Single,Female,Insurance claims handler,None,None
512,48,Parker Dale,Ben,Brooks,11,Son,NA,Male,Student,None,NA
513,48,Parker Dale,Josh,Brooks,7,Son,NA,Male,Student,None,NA
514,48,Parker Dale,Paula,Brooks,5,Daughter,NA,Female,Student,None,NA
515,48,Parker Dale,Joseph,Brooks,4,Son,NA,Male,Child,None,NA
516,49,Parker Dale,Mandy,Cross,52,Head,Married,Female,Sport and exercise psychologist,None,Methodist
517,49,Parker Dale,Victor,Cross,57,Husband,Married,Male,Commissioning editor,None,Methodist
518,50,Parker Dale,Elliot,Whittaker,61,Head,Single,Male,"Loss adjuster, chartered",None,Christian
519,50,Parker Dale,Duncan,Whittaker,7,Grandson,NA,Male,Student,None,NA
520,51,Parker Dale,Victoria,Edwards,51,Head,Divorced,Female,Higher education careers adviser,None,None
521,51,Parker Dale,Eric,Edwards,21,Son,Single,Male,University Student,None,None
522,51,Parker Dale,David,Edwards,21,Son,Divorced,Male,University Student,None,NA
523,51,Parker Dale,Sian,Edwards,17,Daughter,NA,Female,Student,None,NA
